快速碼,商品代號,商品名稱,款式號碼,商品條碼,國際條碼,主供應商名稱,大分類代號,大分類名稱,年度,季節,成本幣別代號,未稅標準成本,含稅標準成本,銷貨幣別代號,未稅標準定價,含稅標準定價
349M39,349MGN35,B0349｜薄荷綠 35｜可水洗輕量舒壓厚底拖鞋,B0349,115997,,連成,B,BONJOUR鞋全系列,,,NTD,,,NTD,"1,029","1,080"
34936,349MGN36,B0349｜薄荷綠 36｜可水洗輕量舒壓厚底拖鞋,B0349,116081,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34937,349MGN37,B0349｜薄荷綠 37｜可水洗輕量舒壓厚底拖鞋,B0349,,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34938,349MGN38,B0349｜薄荷綠 38｜可水洗輕量舒壓厚底拖鞋,B0349,,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34939,349MGN39,B0349｜薄荷綠 39｜可水洗輕量舒壓厚底拖鞋,B0349,,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34940,349MGN40,B0349｜薄荷綠 40｜可水洗輕量舒壓厚底拖鞋,B0349,116026,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34941,349MGN41,B0349｜薄荷綠 41｜可水洗輕量舒壓厚底拖鞋,B0349,115975,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34942,349MGN42,B0349｜薄荷綠 42｜可水洗輕量舒壓厚底拖鞋,B0349,115980,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34943,349MGN43,B0349｜薄荷綠 43｜可水洗輕量舒壓厚底拖鞋,B0349,116016,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34934,349GPK34,B0349｜鮭粉 34｜可水洗輕量舒壓厚底拖鞋,B0349,115995,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34935,349GPK35,B0349｜鮭粉 35｜可水洗輕量舒壓厚底拖鞋,B0349,116005,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34934,349TB34,B0349｜藤棕 34｜可水洗輕量舒壓厚底拖鞋,B0349,,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34935,349TB35,B0349｜藤棕 35｜可水洗輕量舒壓厚底拖鞋,B0349,104365,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34936,349TB36,B0349｜藤棕 36｜可水洗輕量舒壓厚底拖鞋,B0349,,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34937,349TB37,B0349｜藤棕 37｜可水洗輕量舒壓厚底拖鞋,B0349,116056,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34938,349TB38,B0349｜藤棕 38｜可水洗輕量舒壓厚底拖鞋,B0349,104381,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34939,349TB39,B0349｜藤棕 39｜可水洗輕量舒壓厚底拖鞋,B0349,104325,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34940,349TB40,B0349｜藤棕 40｜可水洗輕量舒壓厚底拖鞋,B0349,104333,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34941,349TB41,B0349｜藤棕 41｜可水洗輕量舒壓厚底拖鞋,B0349,,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34942,349TB42,B0349｜藤棕 42｜可水洗輕量舒壓厚底拖鞋,B0349,,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
34943,349TB43,B0349｜藤棕 43｜可水洗輕量舒壓厚底拖鞋,B0349,,,連成,B,BONJOUR鞋全系列,,,NTD,431.43,453,NTD,"1,029","1,080"
35935,359MT35,B0359｜奶茶 35｜2WAY懶人休閒厚底鞋,B0359,108245,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35936,359MT36,B0359｜奶茶 36｜2WAY懶人休閒厚底鞋,B0359,108250,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35937,359MT37,B0359｜奶茶 37｜2WAY懶人休閒厚底鞋,B0359,108255,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35938,359MT38,B0359｜奶茶 38｜2WAY懶人休閒厚底鞋,B0359,108260,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35939,359MT39,B0359｜奶茶 39｜2WAY懶人休閒厚底鞋,B0359,108225,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35940,359MT40,B0359｜奶茶 40｜2WAY懶人休閒厚底鞋,B0359,108230,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35941,359MT41,B0359｜奶茶 41｜2WAY懶人休閒厚底鞋,B0359,108235,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35942,359MT42,B0359｜奶茶 42｜2WAY懶人休閒厚底鞋,B0359,108240,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35935,359WT35,B0359｜白色 35｜2WAY懶人休閒厚底鞋,B0359,108242,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35936,359WT36,B0359｜白色 36｜2WAY懶人休閒厚底鞋,B0359,108247,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35937,359WT37,B0359｜白色 37｜2WAY懶人休閒厚底鞋,B0359,108252,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35938,359WT38,B0359｜白色 38｜2WAY懶人休閒厚底鞋,B0359,108257,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35939,359WT39,B0359｜白色 39｜2WAY懶人休閒厚底鞋,B0359,108222,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35940,359WT40,B0359｜白色 40｜2WAY懶人休閒厚底鞋,B0359,108227,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35941,359WT41,B0359｜白色 41｜2WAY懶人休閒厚底鞋,B0359,108232,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35942,359WT42,B0359｜白色 42｜2WAY懶人休閒厚底鞋,B0359,108237,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35935,359CY35,B0359｜芥黃 35｜2WAY懶人休閒厚底鞋,B0359,,,連成,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35936,359CY36,B0359｜芥黃 36｜2WAY懶人休閒厚底鞋,B0359,,,連成,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35937,359CY37,B0359｜芥黃 37｜2WAY懶人休閒厚底鞋,B0359,,,連成,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35938,359CY38,B0359｜芥黃 38｜2WAY懶人休閒厚底鞋,B0359,,,連成,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35939,359CY39,B0359｜芥黃 39｜2WAY懶人休閒厚底鞋,B0359,,,連成,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35940,359CY40,B0359｜芥黃 40｜2WAY懶人休閒厚底鞋,B0359,,,連成,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35941,359CY41,B0359｜芥黃 41｜2WAY懶人休閒厚底鞋,B0359,,,連成,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35942,359CY42,B0359｜芥黃 42｜2WAY懶人休閒厚底鞋,B0359,,,連成,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35935,359DBL35,B0359｜深藍 35｜2WAY懶人休閒厚底鞋,B0359,108244,,連成,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35936,359DBL36,B0359｜深藍 36｜2WAY懶人休閒厚底鞋,B0359,108249,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35937,359DBL37,B0359｜深藍 37｜2WAY懶人休閒厚底鞋,B0359,108254,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35938,359DBL38,B0359｜深藍 38｜2WAY懶人休閒厚底鞋,B0359,108259,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35939,359DBL39,B0359｜深藍 39｜2WAY懶人休閒厚底鞋,B0359,108224,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35940,359DBL40,B0359｜深藍 40｜2WAY懶人休閒厚底鞋,B0359,108229,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35941,359DBL41,B0359｜深藍 41｜2WAY懶人休閒厚底鞋,B0359,108234,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35942,359DBL42,B0359｜深藍 42｜2WAY懶人休閒厚底鞋,B0359,108239,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35935,359BK35,B0359｜黑色 35｜2WAY懶人休閒厚底鞋,B0359,108241,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35936,359BK36,B0359｜黑色 36｜2WAY懶人休閒厚底鞋,B0359,108246,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35937,359BK37,B0359｜黑色 37｜2WAY懶人休閒厚底鞋,B0359,108251,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35938,359BK38,B0359｜黑色 38｜2WAY懶人休閒厚底鞋,B0359,108256,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35939,359BK39,B0359｜黑色 39｜2WAY懶人休閒厚底鞋,B0359,108221,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35940,359BK40,B0359｜黑色 40｜2WAY懶人休閒厚底鞋,B0359,108226,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35941,359BK41,B0359｜黑色 41｜2WAY懶人休閒厚底鞋,B0359,108231,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35942,359BK42,B0359｜黑色 42｜2WAY懶人休閒厚底鞋,B0359,108236,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35935,359FPK35,B0359｜裸膚粉 35｜2WAY懶人休閒厚底鞋,B0359,,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35936,359FPK36,B0359｜裸膚粉 36｜2WAY懶人休閒厚底鞋,B0359,,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35937,359FPK37,B0359｜裸膚粉 37｜2WAY懶人休閒厚底鞋,B0359,,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35938,359FPK38,B0359｜裸膚粉 38｜2WAY懶人休閒厚底鞋,B0359,,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35939,359FPK39,B0359｜裸膚粉 39｜2WAY懶人休閒厚底鞋,B0359,,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35940,359FPK40,B0359｜裸膚粉 40｜2WAY懶人休閒厚底鞋,B0359,,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35941,359FPK41,B0359｜裸膚粉 41｜2WAY懶人休閒厚底鞋,B0359,,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35942,359FPK42,B0359｜裸膚粉 42｜2WAY懶人休閒厚底鞋,B0359,,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35935,359SL35,B0359｜銀色 35｜2WAY懶人休閒厚底鞋,B0359,108243,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35936,359SL36,B0359｜銀色 36｜2WAY懶人休閒厚底鞋,B0359,108248,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35937,359SL37,B0359｜銀色 37｜2WAY懶人休閒厚底鞋,B0359,108253,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35938,359SL38,B0359｜銀色 38｜2WAY懶人休閒厚底鞋,B0359,108258,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35939,359SL39,B0359｜銀色 39｜2WAY懶人休閒厚底鞋,B0359,108223,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35940,359SL40,B0359｜銀色 40｜2WAY懶人休閒厚底鞋,B0359,108228,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35941,359SL41,B0359｜銀色 41｜2WAY懶人休閒厚底鞋,B0359,108233,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
35942,359SL42,B0359｜銀色 42｜2WAY懶人休閒厚底鞋,B0359,108238,,同宏,B,BONJOUR鞋全系列,,,NTD,617.14,648,NTD,"1,695","1,780"
36035,360BK35,B0360｜黑色 35｜減壓氣墊機能工作鞋,B0360,89545,,同宏,B,BONJOUR鞋全系列,,,NTD,620,651,NTD,"1,695","1,780"
36036,360BK36,B0360｜黑色 36｜減壓氣墊機能工作鞋,B0360,89546,,同宏,B,BONJOUR鞋全系列,,,NTD,620,651,NTD,"1,695","1,780"
36037,360BK37,B0360｜黑色 37｜減壓氣墊機能工作鞋,B0360,89547,,同宏,B,BONJOUR鞋全系列,,,NTD,620,651,NTD,"1,695","1,780"
36038,360BK38,B0360｜黑色 38｜減壓氣墊機能工作鞋,B0360,89548,,同宏,B,BONJOUR鞋全系列,,,NTD,620,651,NTD,"1,695","1,780"
36039,360BK39,B0360｜黑色 39｜減壓氣墊機能工作鞋,B0360,89541,,同宏,B,BONJOUR鞋全系列,,,NTD,620,651,NTD,"1,695","1,780"
36040,360BK40,B0360｜黑色 40｜減壓氣墊機能工作鞋,B0360,89542,,同宏,B,BONJOUR鞋全系列,,,NTD,620,651,NTD,"1,695","1,780"
36041,360BK41,B0360｜黑色 41｜減壓氣墊機能工作鞋,B0360,89543,,同宏,B,BONJOUR鞋全系列,,,NTD,620,651,NTD,"1,695","1,780"
36042,360BK42,B0360｜黑色 42｜減壓氣墊機能工作鞋,B0360,89544,,同宏,B,BONJOUR鞋全系列,,,NTD,620,651,NTD,"1,695","1,780"
36635,366SD35,B0366｜沙色 35｜5cm內增高雀爾喜短靴,B0366,108290,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36636,366SD36,B0366｜沙色 36｜5cm內增高雀爾喜短靴,B0366,108293,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36637,366SD37,B0366｜沙色 37｜5cm內增高雀爾喜短靴,B0366,108296,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36638,366SD38,B0366｜沙色 38｜5cm內增高雀爾喜短靴,B0366,108299,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36639,366SD39,B0366｜沙色 39｜5cm內增高雀爾喜短靴,B0366,108278,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36640,366SD40,B0366｜沙色 40｜5cm內增高雀爾喜短靴,B0366,108281,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36641,366SD41,B0366｜沙色 41｜5cm內增高雀爾喜短靴,B0366,108284,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36642,366SD42,B0366｜沙色 42｜5cm內增高雀爾喜短靴,B0366,108287,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36635,366CF35,B0366｜咖啡色 35｜5cm內增高雀爾喜短靴,B0366,108291,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36636,366CF36,B0366｜咖啡色 36｜5cm內增高雀爾喜短靴,B0366,108294,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36637,366CF37,B0366｜咖啡色 37｜5cm內增高雀爾喜短靴,B0366,108297,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36638,366CF38,B0366｜咖啡色 38｜5cm內增高雀爾喜短靴,B0366,108300,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36639,366CF39,B0366｜咖啡色 39｜5cm內增高雀爾喜短靴,B0366,108279,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36640,366CF40,B0366｜咖啡色 40｜5cm內增高雀爾喜短靴,B0366,108282,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36641,366CF41,B0366｜咖啡色 41｜5cm內增高雀爾喜短靴,B0366,108285,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36642,366CF42,B0366｜咖啡色 42｜5cm內增高雀爾喜短靴,B0366,108288,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36635,366BK35,B0366｜黑色 35｜5cm內增高雀爾喜短靴,B0366,108289,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36636,366BK36,B0366｜黑色 36｜5cm內增高雀爾喜短靴,B0366,108292,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36637,366BK37,B0366｜黑色 37｜5cm內增高雀爾喜短靴,B0366,108295,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36638,366BK38,B0366｜黑色 38｜5cm內增高雀爾喜短靴,B0366,108298,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36639,366BK39,B0366｜黑色 39｜5cm內增高雀爾喜短靴,B0366,108277,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36640,366BK40,B0366｜黑色 40｜5cm內增高雀爾喜短靴,B0366,108280,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36641,366BK41,B0366｜黑色 41｜5cm內增高雀爾喜短靴,B0366,108283,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
36642,366BK42,B0366｜黑色 42｜5cm內增高雀爾喜短靴,B0366,108286,,蘭卡威,B,BONJOUR鞋全系列,,,NTD,828.57,870,NTD,"2,171","2,280"
39034,390MWT34,B0390｜米白 34｜可水洗輕量舒壓厚底涼鞋,B0390,97127,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39035,390MWT35,B0390｜米白 35｜可水洗輕量舒壓厚底涼鞋,B0390,97132,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39036,390MWT36,B0390｜米白 36｜可水洗輕量舒壓厚底涼鞋,B0390,97137,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39037,390MWT37,B0390｜米白 37｜可水洗輕量舒壓厚底涼鞋,B0390,97142,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39038,390MWT38,B0390｜米白 38｜可水洗輕量舒壓厚底涼鞋,B0390,97152,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39039,390MWT39,B0390｜米白 39｜可水洗輕量舒壓厚底涼鞋,B0390,97107,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39040,390MWT40,B0390｜米白 40｜可水洗輕量舒壓厚底涼鞋,B0390,97112,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39041,390MWT41,B0390｜米白 41｜可水洗輕量舒壓厚底涼鞋,B0390,97117,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39042,390MWT42,B0390｜米白 42｜可水洗輕量舒壓厚底涼鞋,B0390,97122,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39043,390MWT43,B0390｜米白 43｜可水洗輕量舒壓厚底涼鞋,B0390,97147,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39034,390DBL34,B0390｜深藍 34｜可水洗輕量舒壓厚底涼鞋,B0390,97130,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39035,390DBL35,B0390｜深藍 35｜可水洗輕量舒壓厚底涼鞋,B0390,97135,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39036,390DBL36,B0390｜深藍 36｜可水洗輕量舒壓厚底涼鞋,B0390,97140,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39037,390DBL37,B0390｜深藍 37｜可水洗輕量舒壓厚底涼鞋,B0390,97145,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39038,390DBL38,B0390｜深藍 38｜可水洗輕量舒壓厚底涼鞋,B0390,97155,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39039,390DBL39,B0390｜深藍 39｜可水洗輕量舒壓厚底涼鞋,B0390,97110,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39040,390DBL40,B0390｜深藍 40｜可水洗輕量舒壓厚底涼鞋,B0390,97115,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39041,390DBL41,B0390｜深藍 41｜可水洗輕量舒壓厚底涼鞋,B0390,97120,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39042,390DBL42,B0390｜深藍 42｜可水洗輕量舒壓厚底涼鞋,B0390,97125,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39043,390DBL43,B0390｜深藍 43｜可水洗輕量舒壓厚底涼鞋,B0390,97150,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39034,390LGY34,B0390｜淺灰 34｜可水洗輕量舒壓厚底涼鞋,B0390,97126,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39035,390LGY35,B0390｜淺灰 35｜可水洗輕量舒壓厚底涼鞋,B0390,97131,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39036,390LGY36,B0390｜淺灰 36｜可水洗輕量舒壓厚底涼鞋,B0390,97136,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39037,390LGY37,B0390｜淺灰 37｜可水洗輕量舒壓厚底涼鞋,B0390,97141,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39038,390LGY38,B0390｜淺灰 38｜可水洗輕量舒壓厚底涼鞋,B0390,97151,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39039,390LGY39,B0390｜淺灰 39｜可水洗輕量舒壓厚底涼鞋,B0390,97106,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39040,390LGY40,B0390｜淺灰 40｜可水洗輕量舒壓厚底涼鞋,B0390,97111,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39041,390LGY41,B0390｜淺灰 41｜可水洗輕量舒壓厚底涼鞋,B0390,97116,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39042,390LGY42,B0390｜淺灰 42｜可水洗輕量舒壓厚底涼鞋,B0390,97121,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39043,390LGY43,B0390｜淺灰 43｜可水洗輕量舒壓厚底涼鞋,B0390,97146,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39034,390LPK34,B0390｜淺粉 34｜可水洗輕量舒壓厚底涼鞋,B0390,97129,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39035,390LPK35,B0390｜淺粉 35｜可水洗輕量舒壓厚底涼鞋,B0390,97134,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39036,390LPK36,B0390｜淺粉 36｜可水洗輕量舒壓厚底涼鞋,B0390,97139,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39037,390LPK37,B0390｜淺粉 37｜可水洗輕量舒壓厚底涼鞋,B0390,97144,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39038,390LPK38,B0390｜淺粉 38｜可水洗輕量舒壓厚底涼鞋,B0390,97154,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39039,390LPK39,B0390｜淺粉 39｜可水洗輕量舒壓厚底涼鞋,B0390,97109,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39040,390LPK40,B0390｜淺粉 40｜可水洗輕量舒壓厚底涼鞋,B0390,97114,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39041,390LPK41,B0390｜淺粉 41｜可水洗輕量舒壓厚底涼鞋,B0390,97119,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39042,390LPK42,B0390｜淺粉 42｜可水洗輕量舒壓厚底涼鞋,B0390,97124,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39043,390LPK43,B0390｜淺粉 43｜可水洗輕量舒壓厚底涼鞋,B0390,97149,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39034,390PP34,B0390｜紫色 34｜可水洗輕量舒壓厚底涼鞋,B0390,98688,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39035,390PP35,B0390｜紫色 35｜可水洗輕量舒壓厚底涼鞋,B0390,98691,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39036,390PP36,B0390｜紫色 36｜可水洗輕量舒壓厚底涼鞋,B0390,98694,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
