快速碼,商品代號,商品名稱,款式號碼,商品條碼,國際條碼,主供應商名稱,大分類代號,大分類名稱,年度,季節,成本幣別代號,未稅標準成本,含稅標準成本,銷貨幣別代號,未稅標準定價,含稅標準定價
39037,390PP37,B0390｜紫色 37｜可水洗輕量舒壓厚底涼鞋,B0390,98697,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39038,390PP38,B0390｜紫色 38｜可水洗輕量舒壓厚底涼鞋,B0390,98703,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39039,390PP39,B0390｜紫色 39｜可水洗輕量舒壓厚底涼鞋,B0390,98676,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39040,390PP40,B0390｜紫色 40｜可水洗輕量舒壓厚底涼鞋,B0390,98679,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39041,390PP41,B0390｜紫色 41｜可水洗輕量舒壓厚底涼鞋,B0390,98682,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39042,390PP42,B0390｜紫色 42｜可水洗輕量舒壓厚底涼鞋,B0390,98685,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39043,390PP43,B0390｜紫色 43｜可水洗輕量舒壓厚底涼鞋,B0390,98700,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39034,390OAT34,B0390｜燕麥 34｜可水洗輕量舒壓厚底涼鞋,B0390,98687,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39035,390OAT35,B0390｜燕麥 35｜可水洗輕量舒壓厚底涼鞋,B0390,98690,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39036,390OAT36,B0390｜燕麥 36｜可水洗輕量舒壓厚底涼鞋,B0390,98693,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39037,390OAT37,B0390｜燕麥 37｜可水洗輕量舒壓厚底涼鞋,B0390,98696,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39038,390OAT38,B0390｜燕麥 38｜可水洗輕量舒壓厚底涼鞋,B0390,98702,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39039,390OAT39,B0390｜燕麥 39｜可水洗輕量舒壓厚底涼鞋,B0390,98675,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39040,390OAT40,B0390｜燕麥 40｜可水洗輕量舒壓厚底涼鞋,B0390,98678,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39041,390OAT41,B0390｜燕麥 41｜可水洗輕量舒壓厚底涼鞋,B0390,98681,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39042,390OAT42,B0390｜燕麥 42｜可水洗輕量舒壓厚底涼鞋,B0390,98684,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39043,390OAT43,B0390｜燕麥 43｜可水洗輕量舒壓厚底涼鞋,B0390,98699,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39034,390TMT34,B0390｜蕃茄 34｜可水洗輕量舒壓厚底涼鞋,B0390,97128,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39035,390TMT35,B0390｜蕃茄 35｜可水洗輕量舒壓厚底涼鞋,B0390,97133,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39036,390TMT36,B0390｜蕃茄 36｜可水洗輕量舒壓厚底涼鞋,B0390,97138,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39037,390TMT37,B0390｜蕃茄 37｜可水洗輕量舒壓厚底涼鞋,B0390,97143,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39038,390TMT38,B0390｜蕃茄 38｜可水洗輕量舒壓厚底涼鞋,B0390,97153,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39039,390TMT39,B0390｜蕃茄 39｜可水洗輕量舒壓厚底涼鞋,B0390,97108,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39040,390TMT40,B0390｜蕃茄 40｜可水洗輕量舒壓厚底涼鞋,B0390,97113,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39041,390TMT41,B0390｜蕃茄 41｜可水洗輕量舒壓厚底涼鞋,B0390,97118,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39042,390TMT42,B0390｜蕃茄 42｜可水洗輕量舒壓厚底涼鞋,B0390,97123,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39043,390TMT43,B0390｜蕃茄 43｜可水洗輕量舒壓厚底涼鞋,B0390,97148,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39034,390MGN34,B0390｜薄荷綠 34｜可水洗輕量舒壓厚底涼鞋,B0390,98689,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39035,390MGN35,B0390｜薄荷綠 35｜可水洗輕量舒壓厚底涼鞋,B0390,98692,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39036,390MGN36,B0390｜薄荷綠 36｜可水洗輕量舒壓厚底涼鞋,B0390,98695,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39037,390MGN37,B0390｜薄荷綠 37｜可水洗輕量舒壓厚底涼鞋,B0390,98698,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39038,390MGN38,B0390｜薄荷綠 38｜可水洗輕量舒壓厚底涼鞋,B0390,98704,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39039,390MGN39,B0390｜薄荷綠 39｜可水洗輕量舒壓厚底涼鞋,B0390,98677,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39040,390MGN40,B0390｜薄荷綠 40｜可水洗輕量舒壓厚底涼鞋,B0390,98680,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39041,390MGN41,B0390｜薄荷綠 41｜可水洗輕量舒壓厚底涼鞋,B0390,98683,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39042,390MGN42,B0390｜薄荷綠 42｜可水洗輕量舒壓厚底涼鞋,B0390,98686,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39043,390MGN43,B0390｜薄荷綠 43｜可水洗輕量舒壓厚底涼鞋,B0390,98701,,連成,B,BONJOUR鞋全系列,,,NTD,460,483,NTD,"1,314","1,380"
39514,395WT14,B0395｜白色 14｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83808,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39515,395WT15,B0395｜白色 15｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83813,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39517,395WT17,B0395｜白色 17｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83823,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39518,395WT18,B0395｜白色 18｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83828,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39519,395WT19,B0395｜白色 19｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83833,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39516,395WT16,B0395｜白色 LLL｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83818,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39514,395PGY14,B0395｜粉灰 14｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83810,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39515,395PGY15,B0395｜粉灰 15｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83815,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39516,395PGY16,B0395｜粉灰 16｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83820,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39517,395PGY17,B0395｜粉灰 17｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83825,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39518,395PGY18,B0395｜粉灰 18｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83830,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39519,395PGY19,B0395｜粉灰 19｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83835,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39514,395CM14,B0395｜焦糖 14｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83806,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39515,395CM15,B0395｜焦糖 15｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83811,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39516,395CM16,B0395｜焦糖 16｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83816,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39517,395CM17,B0395｜焦糖 17｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83821,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39518,395CM18,B0395｜焦糖 18｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83826,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39519,395CM19,B0395｜焦糖 19｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83831,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39514,395BK14,B0395｜黑色 14｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83807,,連成,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39515,395BK15,B0395｜黑色 15｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83812,,連成,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39516,395BK16,B0395｜黑色 16｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83817,,連成,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39517,395BK17,B0395｜黑色 17｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83822,,連成,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39518,395BK18,B0395｜黑色 18｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83827,,連成,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39519,395BK19,B0395｜黑色 19｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83832,,連成,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39514,395BLW14,B0395｜藍白 14｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83809,,連成,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39515,395BLW15,B0395｜藍白 15｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83814,,連成,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39516,395BLW16,B0395｜藍白 16｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83819,,連成,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39517,395BLW17,B0395｜藍白 17｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83824,,連成,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39518,395BLW18,B0395｜藍白 18｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83829,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39519,395BLW19,B0395｜藍白 19｜親子鞋-防撥水2WAY魔鬼氈護足童鞋,B0395,83834,,同宏,B,BONJOUR鞋全系列,,,NTD,420.95,442,NTD,838,880
39635,396MT35,B0396｜奶茶 35｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88422,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39636,396MT36,B0396｜奶茶 36｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88428,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39637,396MT37,B0396｜奶茶 37｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88434,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39638,396MT38,B0396｜奶茶 38｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88440,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39639,396MT39,B0396｜奶茶 39｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88398,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39640,396MT40,B0396｜奶茶 40｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88404,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39641,396MT41,B0396｜奶茶 41｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88410,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39642,396MT42,B0396｜奶茶 42｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88416,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39635,396WT35,B0396｜白色 35｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88419,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39636,396WT36,B0396｜白色 36｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88425,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39637,396WT37,B0396｜白色 37｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88431,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39638,396WT38,B0396｜白色 38｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88437,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39639,396WT39,B0396｜白色 39｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88395,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39640,396WT40,B0396｜白色 40｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88401,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39641,396WT41,B0396｜白色 41｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88407,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39642,396WT42,B0396｜白色 42｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88413,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39635,396GY35,B0396｜灰色 35｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88417,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39636,396GY36,B0396｜灰色 36｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88423,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39637,396GY37,B0396｜灰色 37｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88429,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39638,396GY38,B0396｜灰色 38｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88435,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39639,396GY39,B0396｜灰色 39｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88393,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39640,396GY40,B0396｜灰色 40｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88399,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39641,396GY41,B0396｜灰色 41｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88405,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39642,396GY42,B0396｜灰色 42｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88411,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39635,396GYB35,B0396｜灰藍 35｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39636,396GYB36,B0396｜灰藍 36｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39637,396GYB37,B0396｜灰藍 37｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39638,396GYB38,B0396｜灰藍 38｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39639,396GYB39,B0396｜灰藍 39｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39640,396GYB40,B0396｜灰藍 40｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39641,396GYB41,B0396｜灰藍 41｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39642,396GYB42,B0396｜灰藍 42｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39635,396CF35,B0396｜咖啡色 35｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88418,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39636,396CF36,B0396｜咖啡色 36｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88424,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39637,396CF37,B0396｜咖啡色 37｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88430,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39638,396CF38,B0396｜咖啡色 38｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88436,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39639,396CF39,B0396｜咖啡色 39｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88394,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39640,396CF40,B0396｜咖啡色 40｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88400,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39641,396CF41,B0396｜咖啡色 41｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88406,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39642,396CF42,B0396｜咖啡色 42｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88412,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39635,396PK35,B0396｜粉色 35｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39636,396PK36,B0396｜粉色 36｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39637,396PK37,B0396｜粉色 37｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39638,396PK38,B0396｜粉色 38｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39639,396PK39,B0396｜粉色 39｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39640,396PK40,B0396｜粉色 40｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39641,396PK41,B0396｜粉色 41｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39642,396PK42,B0396｜粉色 42｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39635,396DBL35,B0396｜深藍 35｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88421,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39636,396DBL36,B0396｜深藍 36｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88427,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39637,396DBL37,B0396｜深藍 37｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88433,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39638,396DBL38,B0396｜深藍 38｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88439,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39639,396DBL39,B0396｜深藍 39｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88397,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39640,396DBL40,B0396｜深藍 40｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88403,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39641,396DBL41,B0396｜深藍 41｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88409,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39642,396DBL42,B0396｜深藍 42｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88415,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39635,396BR35,B0396｜棕色 35｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39636,396BR36,B0396｜棕色 36｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39637,396BR37,B0396｜棕色 37｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39638,396BR38,B0396｜棕色 38｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39639,396BR39,B0396｜棕色 39｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39640,396BR40,B0396｜棕色 40｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39641,396BR41,B0396｜棕色 41｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39642,396BR42,B0396｜棕色 42｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39635,396PP35,B0396｜紫色 35｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39636,396PP36,B0396｜紫色 36｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39637,396PP37,B0396｜紫色 37｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39638,396PP38,B0396｜紫色 38｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39639,396PP39,B0396｜紫色 39｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39640,396PP40,B0396｜紫色 40｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39641,396PP41,B0396｜紫色 41｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39642,396PP42,B0396｜紫色 42｜全真皮MIT手工莫卡辛豆豆鞋,B0396,,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39635,396BK35,B0396｜黑色 35｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88420,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39636,396BK36,B0396｜黑色 36｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88426,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39637,396BK37,B0396｜黑色 37｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88432,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39638,396BK38,B0396｜黑色 38｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88438,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39639,396BK39,B0396｜黑色 39｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88396,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39640,396BK40,B0396｜黑色 40｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88402,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39641,396BK41,B0396｜黑色 41｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88408,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
39642,396BK42,B0396｜黑色 42｜全真皮MIT手工莫卡辛豆豆鞋,B0396,88414,,義美,B,BONJOUR鞋全系列,,,NTD,624.76,656,NTD,"1,505","1,580"
